sheet	cell	v0.5.1_value	v0.5.2_value
ENGINE	AI971	'=IF($A971="","",IF($AH971<>"","BLOCKED",IF($AG971<>"","FCS — NO PLAY",IF(CALC!$S971=1,"PENDING LINE",IF(CALC!$Q971=1,"STALE LINE",IF($AE971="QB UNCERTAIN","QB UNCERTAIN",IF($AF971<>"","FCS/TRANSITION UNCERTAIN",IF(OR($B971="",$C971=""),"DATA INCOMPLETE","READY"))))))))'	'=IF($A971="","",IF($AH971<>"","BLOCKED",IF($AG971<>"","FCS — NO PLAY",IF(CALC!$S971=1,"PENDING LINE",IF(CALC!$Q971=1,"STALE LINE",IF($AE971="QB UNCERTAIN","QB UNCERTAIN",IF($AF971<>"","TRANSITION UNCERTAIN",IF(OR($B971="",$C971=""),"DATA INCOMPLETE","READY"))))))))'
ENGINE	AI972	'=IF($A972="","",IF($AH972<>"","BLOCKED",IF($AG972<>"","FCS — NO PLAY",IF(CALC!$S972=1,"PENDING LINE",IF(CALC!$Q972=1,"STALE LINE",IF($AE972="QB UNCERTAIN","QB UNCERTAIN",IF($AF972<>"","FCS/TRANSITION UNCERTAIN",IF(OR($B972="",$C972=""),"DATA INCOMPLETE","READY"))))))))'	'=IF($A972="","",IF($AH972<>"","BLOCKED",IF($AG972<>"","FCS — NO PLAY",IF(CALC!$S972=1,"PENDING LINE",IF(CALC!$Q972=1,"STALE LINE",IF($AE972="QB UNCERTAIN","QB UNCERTAIN",IF($AF972<>"","TRANSITION UNCERTAIN",IF(OR($B972="",$C972=""),"DATA INCOMPLETE","READY"))))))))'
ENGINE	AI973	'=IF($A973="","",IF($AH973<>"","BLOCKED",IF($AG973<>"","FCS — NO PLAY",IF(CALC!$S973=1,"PENDING LINE",IF(CALC!$Q973=1,"STALE LINE",IF($AE973="QB UNCERTAIN","QB UNCERTAIN",IF($AF973<>"","FCS/TRANSITION UNCERTAIN",IF(OR($B973="",$C973=""),"DATA INCOMPLETE","READY"))))))))'	'=IF($A973="","",IF($AH973<>"","BLOCKED",IF($AG973<>"","FCS — NO PLAY",IF(CALC!$S973=1,"PENDING LINE",IF(CALC!$Q973=1,"STALE LINE",IF($AE973="QB UNCERTAIN","QB UNCERTAIN",IF($AF973<>"","TRANSITION UNCERTAIN",IF(OR($B973="",$C973=""),"DATA INCOMPLETE","READY"))))))))'
ENGINE	AI974	'=IF($A974="","",IF($AH974<>"","BLOCKED",IF($AG974<>"","FCS — NO PLAY",IF(CALC!$S974=1,"PENDING LINE",IF(CALC!$Q974=1,"STALE LINE",IF($AE974="QB UNCERTAIN","QB UNCERTAIN",IF($AF974<>"","FCS/TRANSITION UNCERTAIN",IF(OR($B974="",$C974=""),"DATA INCOMPLETE","READY"))))))))'	'=IF($A974="","",IF($AH974<>"","BLOCKED",IF($AG974<>"","FCS — NO PLAY",IF(CALC!$S974=1,"PENDING LINE",IF(CALC!$Q974=1,"STALE LINE",IF($AE974="QB UNCERTAIN","QB UNCERTAIN",IF($AF974<>"","TRANSITION UNCERTAIN",IF(OR($B974="",$C974=""),"DATA INCOMPLETE","READY"))))))))'
ENGINE	AI975	'=IF($A975="","",IF($AH975<>"","BLOCKED",IF($AG975<>"","FCS — NO PLAY",IF(CALC!$S975=1,"PENDING LINE",IF(CALC!$Q975=1,"STALE LINE",IF($AE975="QB UNCERTAIN","QB UNCERTAIN",IF($AF975<>"","FCS/TRANSITION UNCERTAIN",IF(OR($B975="",$C975=""),"DATA INCOMPLETE","READY"))))))))'	'=IF($A975="","",IF($AH975<>"","BLOCKED",IF($AG975<>"","FCS — NO PLAY",IF(CALC!$S975=1,"PENDING LINE",IF(CALC!$Q975=1,"STALE LINE",IF($AE975="QB UNCERTAIN","QB UNCERTAIN",IF($AF975<>"","TRANSITION UNCERTAIN",IF(OR($B975="",$C975=""),"DATA INCOMPLETE","READY"))))))))'
ENGINE	AI976	'=IF($A976="","",IF($AH976<>"","BLOCKED",IF($AG976<>"","FCS — NO PLAY",IF(CALC!$S976=1,"PENDING LINE",IF(CALC!$Q976=1,"STALE LINE",IF($AE976="QB UNCERTAIN","QB UNCERTAIN",IF($AF976<>"","FCS/TRANSITION UNCERTAIN",IF(OR($B976="",$C976=""),"DATA INCOMPLETE","READY"))))))))'	'=IF($A976="","",IF($AH976<>"","BLOCKED",IF($AG976<>"","FCS — NO PLAY",IF(CALC!$S976=1,"PENDING LINE",IF(CALC!$Q976=1,"STALE LINE",IF($AE976="QB UNCERTAIN","QB UNCERTAIN",IF($AF976<>"","TRANSITION UNCERTAIN",IF(OR($B976="",$C976=""),"DATA INCOMPLETE","READY"))))))))'
ENGINE	AI977	'=IF($A977="","",IF($AH977<>"","BLOCKED",IF($AG977<>"","FCS — NO PLAY",IF(CALC!$S977=1,"PENDING LINE",IF(CALC!$Q977=1,"STALE LINE",IF($AE977="QB UNCERTAIN","QB UNCERTAIN",IF($AF977<>"","FCS/TRANSITION UNCERTAIN",IF(OR($B977="",$C977=""),"DATA INCOMPLETE","READY"))))))))'	'=IF($A977="","",IF($AH977<>"","BLOCKED",IF($AG977<>"","FCS — NO PLAY",IF(CALC!$S977=1,"PENDING LINE",IF(CALC!$Q977=1,"STALE LINE",IF($AE977="QB UNCERTAIN","QB UNCERTAIN",IF($AF977<>"","TRANSITION UNCERTAIN",IF(OR($B977="",$C977=""),"DATA INCOMPLETE","READY"))))))))'
ENGINE	AI978	'=IF($A978="","",IF($AH978<>"","BLOCKED",IF($AG978<>"","FCS — NO PLAY",IF(CALC!$S978=1,"PENDING LINE",IF(CALC!$Q978=1,"STALE LINE",IF($AE978="QB UNCERTAIN","QB UNCERTAIN",IF($AF978<>"","FCS/TRANSITION UNCERTAIN",IF(OR($B978="",$C978=""),"DATA INCOMPLETE","READY"))))))))'	'=IF($A978="","",IF($AH978<>"","BLOCKED",IF($AG978<>"","FCS — NO PLAY",IF(CALC!$S978=1,"PENDING LINE",IF(CALC!$Q978=1,"STALE LINE",IF($AE978="QB UNCERTAIN","QB UNCERTAIN",IF($AF978<>"","TRANSITION UNCERTAIN",IF(OR($B978="",$C978=""),"DATA INCOMPLETE","READY"))))))))'
ENGINE	AI979	'=IF($A979="","",IF($AH979<>"","BLOCKED",IF($AG979<>"","FCS — NO PLAY",IF(CALC!$S979=1,"PENDING LINE",IF(CALC!$Q979=1,"STALE LINE",IF($AE979="QB UNCERTAIN","QB UNCERTAIN",IF($AF979<>"","FCS/TRANSITION UNCERTAIN",IF(OR($B979="",$C979=""),"DATA INCOMPLETE","READY"))))))))'	'=IF($A979="","",IF($AH979<>"","BLOCKED",IF($AG979<>"","FCS — NO PLAY",IF(CALC!$S979=1,"PENDING LINE",IF(CALC!$Q979=1,"STALE LINE",IF($AE979="QB UNCERTAIN","QB UNCERTAIN",IF($AF979<>"","TRANSITION UNCERTAIN",IF(OR($B979="",$C979=""),"DATA INCOMPLETE","READY"))))))))'
ENGINE	AI980	'=IF($A980="","",IF($AH980<>"","BLOCKED",IF($AG980<>"","FCS — NO PLAY",IF(CALC!$S980=1,"PENDING LINE",IF(CALC!$Q980=1,"STALE LINE",IF($AE980="QB UNCERTAIN","QB UNCERTAIN",IF($AF980<>"","FCS/TRANSITION UNCERTAIN",IF(OR($B980="",$C980=""),"DATA INCOMPLETE","READY"))))))))'	'=IF($A980="","",IF($AH980<>"","BLOCKED",IF($AG980<>"","FCS — NO PLAY",IF(CALC!$S980=1,"PENDING LINE",IF(CALC!$Q980=1,"STALE LINE",IF($AE980="QB UNCERTAIN","QB UNCERTAIN",IF($AF980<>"","TRANSITION UNCERTAIN",IF(OR($B980="",$C980=""),"DATA INCOMPLETE","READY"))))))))'
ENGINE	AI981	'=IF($A981="","",IF($AH981<>"","BLOCKED",IF($AG981<>"","FCS — NO PLAY",IF(CALC!$S981=1,"PENDING LINE",IF(CALC!$Q981=1,"STALE LINE",IF($AE981="QB UNCERTAIN","QB UNCERTAIN",IF($AF981<>"","FCS/TRANSITION UNCERTAIN",IF(OR($B981="",$C981=""),"DATA INCOMPLETE","READY"))))))))'	'=IF($A981="","",IF($AH981<>"","BLOCKED",IF($AG981<>"","FCS — NO PLAY",IF(CALC!$S981=1,"PENDING LINE",IF(CALC!$Q981=1,"STALE LINE",IF($AE981="QB UNCERTAIN","QB UNCERTAIN",IF($AF981<>"","TRANSITION UNCERTAIN",IF(OR($B981="",$C981=""),"DATA INCOMPLETE","READY"))))))))'
ENGINE	AI982	'=IF($A982="","",IF($AH982<>"","BLOCKED",IF($AG982<>"","FCS — NO PLAY",IF(CALC!$S982=1,"PENDING LINE",IF(CALC!$Q982=1,"STALE LINE",IF($AE982="QB UNCERTAIN","QB UNCERTAIN",IF($AF982<>"","FCS/TRANSITION UNCERTAIN",IF(OR($B982="",$C982=""),"DATA INCOMPLETE","READY"))))))))'	'=IF($A982="","",IF($AH982<>"","BLOCKED",IF($AG982<>"","FCS — NO PLAY",IF(CALC!$S982=1,"PENDING LINE",IF(CALC!$Q982=1,"STALE LINE",IF($AE982="QB UNCERTAIN","QB UNCERTAIN",IF($AF982<>"","TRANSITION UNCERTAIN",IF(OR($B982="",$C982=""),"DATA INCOMPLETE","READY"))))))))'
ENGINE	AI983	'=IF($A983="","",IF($AH983<>"","BLOCKED",IF($AG983<>"","FCS — NO PLAY",IF(CALC!$S983=1,"PENDING LINE",IF(CALC!$Q983=1,"STALE LINE",IF($AE983="QB UNCERTAIN","QB UNCERTAIN",IF($AF983<>"","FCS/TRANSITION UNCERTAIN",IF(OR($B983="",$C983=""),"DATA INCOMPLETE","READY"))))))))'	'=IF($A983="","",IF($AH983<>"","BLOCKED",IF($AG983<>"","FCS — NO PLAY",IF(CALC!$S983=1,"PENDING LINE",IF(CALC!$Q983=1,"STALE LINE",IF($AE983="QB UNCERTAIN","QB UNCERTAIN",IF($AF983<>"","TRANSITION UNCERTAIN",IF(OR($B983="",$C983=""),"DATA INCOMPLETE","READY"))))))))'
ENGINE	AI984	'=IF($A984="","",IF($AH984<>"","BLOCKED",IF($AG984<>"","FCS — NO PLAY",IF(CALC!$S984=1,"PENDING LINE",IF(CALC!$Q984=1,"STALE LINE",IF($AE984="QB UNCERTAIN","QB UNCERTAIN",IF($AF984<>"","FCS/TRANSITION UNCERTAIN",IF(OR($B984="",$C984=""),"DATA INCOMPLETE","READY"))))))))'	'=IF($A984="","",IF($AH984<>"","BLOCKED",IF($AG984<>"","FCS — NO PLAY",IF(CALC!$S984=1,"PENDING LINE",IF(CALC!$Q984=1,"STALE LINE",IF($AE984="QB UNCERTAIN","QB UNCERTAIN",IF($AF984<>"","TRANSITION UNCERTAIN",IF(OR($B984="",$C984=""),"DATA INCOMPLETE","READY"))))))))'
ENGINE	AI985	'=IF($A985="","",IF($AH985<>"","BLOCKED",IF($AG985<>"","FCS — NO PLAY",IF(CALC!$S985=1,"PENDING LINE",IF(CALC!$Q985=1,"STALE LINE",IF($AE985="QB UNCERTAIN","QB UNCERTAIN",IF($AF985<>"","FCS/TRANSITION UNCERTAIN",IF(OR($B985="",$C985=""),"DATA INCOMPLETE","READY"))))))))'	'=IF($A985="","",IF($AH985<>"","BLOCKED",IF($AG985<>"","FCS — NO PLAY",IF(CALC!$S985=1,"PENDING LINE",IF(CALC!$Q985=1,"STALE LINE",IF($AE985="QB UNCERTAIN","QB UNCERTAIN",IF($AF985<>"","TRANSITION UNCERTAIN",IF(OR($B985="",$C985=""),"DATA INCOMPLETE","READY"))))))))'
ENGINE	AI986	'=IF($A986="","",IF($AH986<>"","BLOCKED",IF($AG986<>"","FCS — NO PLAY",IF(CALC!$S986=1,"PENDING LINE",IF(CALC!$Q986=1,"STALE LINE",IF($AE986="QB UNCERTAIN","QB UNCERTAIN",IF($AF986<>"","FCS/TRANSITION UNCERTAIN",IF(OR($B986="",$C986=""),"DATA INCOMPLETE","READY"))))))))'	'=IF($A986="","",IF($AH986<>"","BLOCKED",IF($AG986<>"","FCS — NO PLAY",IF(CALC!$S986=1,"PENDING LINE",IF(CALC!$Q986=1,"STALE LINE",IF($AE986="QB UNCERTAIN","QB UNCERTAIN",IF($AF986<>"","TRANSITION UNCERTAIN",IF(OR($B986="",$C986=""),"DATA INCOMPLETE","READY"))))))))'
ENGINE	AI987	'=IF($A987="","",IF($AH987<>"","BLOCKED",IF($AG987<>"","FCS — NO PLAY",IF(CALC!$S987=1,"PENDING LINE",IF(CALC!$Q987=1,"STALE LINE",IF($AE987="QB UNCERTAIN","QB UNCERTAIN",IF($AF987<>"","FCS/TRANSITION UNCERTAIN",IF(OR($B987="",$C987=""),"DATA INCOMPLETE","READY"))))))))'	'=IF($A987="","",IF($AH987<>"","BLOCKED",IF($AG987<>"","FCS — NO PLAY",IF(CALC!$S987=1,"PENDING LINE",IF(CALC!$Q987=1,"STALE LINE",IF($AE987="QB UNCERTAIN","QB UNCERTAIN",IF($AF987<>"","TRANSITION UNCERTAIN",IF(OR($B987="",$C987=""),"DATA INCOMPLETE","READY"))))))))'
ENGINE	AI988	'=IF($A988="","",IF($AH988<>"","BLOCKED",IF($AG988<>"","FCS — NO PLAY",IF(CALC!$S988=1,"PENDING LINE",IF(CALC!$Q988=1,"STALE LINE",IF($AE988="QB UNCERTAIN","QB UNCERTAIN",IF($AF988<>"","FCS/TRANSITION UNCERTAIN",IF(OR($B988="",$C988=""),"DATA INCOMPLETE","READY"))))))))'	'=IF($A988="","",IF($AH988<>"","BLOCKED",IF($AG988<>"","FCS — NO PLAY",IF(CALC!$S988=1,"PENDING LINE",IF(CALC!$Q988=1,"STALE LINE",IF($AE988="QB UNCERTAIN","QB UNCERTAIN",IF($AF988<>"","TRANSITION UNCERTAIN",IF(OR($B988="",$C988=""),"DATA INCOMPLETE","READY"))))))))'
ENGINE	AI989	'=IF($A989="","",IF($AH989<>"","BLOCKED",IF($AG989<>"","FCS — NO PLAY",IF(CALC!$S989=1,"PENDING LINE",IF(CALC!$Q989=1,"STALE LINE",IF($AE989="QB UNCERTAIN","QB UNCERTAIN",IF($AF989<>"","FCS/TRANSITION UNCERTAIN",IF(OR($B989="",$C989=""),"DATA INCOMPLETE","READY"))))))))'	'=IF($A989="","",IF($AH989<>"","BLOCKED",IF($AG989<>"","FCS — NO PLAY",IF(CALC!$S989=1,"PENDING LINE",IF(CALC!$Q989=1,"STALE LINE",IF($AE989="QB UNCERTAIN","QB UNCERTAIN",IF($AF989<>"","TRANSITION UNCERTAIN",IF(OR($B989="",$C989=""),"DATA INCOMPLETE","READY"))))))))'
ENGINE	AI990	'=IF($A990="","",IF($AH990<>"","BLOCKED",IF($AG990<>"","FCS — NO PLAY",IF(CALC!$S990=1,"PENDING LINE",IF(CALC!$Q990=1,"STALE LINE",IF($AE990="QB UNCERTAIN","QB UNCERTAIN",IF($AF990<>"","FCS/TRANSITION UNCERTAIN",IF(OR($B990="",$C990=""),"DATA INCOMPLETE","READY"))))))))'	'=IF($A990="","",IF($AH990<>"","BLOCKED",IF($AG990<>"","FCS — NO PLAY",IF(CALC!$S990=1,"PENDING LINE",IF(CALC!$Q990=1,"STALE LINE",IF($AE990="QB UNCERTAIN","QB UNCERTAIN",IF($AF990<>"","TRANSITION UNCERTAIN",IF(OR($B990="",$C990=""),"DATA INCOMPLETE","READY"))))))))'
ENGINE	AI991	'=IF($A991="","",IF($AH991<>"","BLOCKED",IF($AG991<>"","FCS — NO PLAY",IF(CALC!$S991=1,"PENDING LINE",IF(CALC!$Q991=1,"STALE LINE",IF($AE991="QB UNCERTAIN","QB UNCERTAIN",IF($AF991<>"","FCS/TRANSITION UNCERTAIN",IF(OR($B991="",$C991=""),"DATA INCOMPLETE","READY"))))))))'	'=IF($A991="","",IF($AH991<>"","BLOCKED",IF($AG991<>"","FCS — NO PLAY",IF(CALC!$S991=1,"PENDING LINE",IF(CALC!$Q991=1,"STALE LINE",IF($AE991="QB UNCERTAIN","QB UNCERTAIN",IF($AF991<>"","TRANSITION UNCERTAIN",IF(OR($B991="",$C991=""),"DATA INCOMPLETE","READY"))))))))'
ENGINE	AI992	'=IF($A992="","",IF($AH992<>"","BLOCKED",IF($AG992<>"","FCS — NO PLAY",IF(CALC!$S992=1,"PENDING LINE",IF(CALC!$Q992=1,"STALE LINE",IF($AE992="QB UNCERTAIN","QB UNCERTAIN",IF($AF992<>"","FCS/TRANSITION UNCERTAIN",IF(OR($B992="",$C992=""),"DATA INCOMPLETE","READY"))))))))'	'=IF($A992="","",IF($AH992<>"","BLOCKED",IF($AG992<>"","FCS — NO PLAY",IF(CALC!$S992=1,"PENDING LINE",IF(CALC!$Q992=1,"STALE LINE",IF($AE992="QB UNCERTAIN","QB UNCERTAIN",IF($AF992<>"","TRANSITION UNCERTAIN",IF(OR($B992="",$C992=""),"DATA INCOMPLETE","READY"))))))))'
ENGINE	AI993	'=IF($A993="","",IF($AH993<>"","BLOCKED",IF($AG993<>"","FCS — NO PLAY",IF(CALC!$S993=1,"PENDING LINE",IF(CALC!$Q993=1,"STALE LINE",IF($AE993="QB UNCERTAIN","QB UNCERTAIN",IF($AF993<>"","FCS/TRANSITION UNCERTAIN",IF(OR($B993="",$C993=""),"DATA INCOMPLETE","READY"))))))))'	'=IF($A993="","",IF($AH993<>"","BLOCKED",IF($AG993<>"","FCS — NO PLAY",IF(CALC!$S993=1,"PENDING LINE",IF(CALC!$Q993=1,"STALE LINE",IF($AE993="QB UNCERTAIN","QB UNCERTAIN",IF($AF993<>"","TRANSITION UNCERTAIN",IF(OR($B993="",$C993=""),"DATA INCOMPLETE","READY"))))))))'
ENGINE	AI994	'=IF($A994="","",IF($AH994<>"","BLOCKED",IF($AG994<>"","FCS — NO PLAY",IF(CALC!$S994=1,"PENDING LINE",IF(CALC!$Q994=1,"STALE LINE",IF($AE994="QB UNCERTAIN","QB UNCERTAIN",IF($AF994<>"","FCS/TRANSITION UNCERTAIN",IF(OR($B994="",$C994=""),"DATA INCOMPLETE","READY"))))))))'	'=IF($A994="","",IF($AH994<>"","BLOCKED",IF($AG994<>"","FCS — NO PLAY",IF(CALC!$S994=1,"PENDING LINE",IF(CALC!$Q994=1,"STALE LINE",IF($AE994="QB UNCERTAIN","QB UNCERTAIN",IF($AF994<>"","TRANSITION UNCERTAIN",IF(OR($B994="",$C994=""),"DATA INCOMPLETE","READY"))))))))'
ENGINE	AI995	'=IF($A995="","",IF($AH995<>"","BLOCKED",IF($AG995<>"","FCS — NO PLAY",IF(CALC!$S995=1,"PENDING LINE",IF(CALC!$Q995=1,"STALE LINE",IF($AE995="QB UNCERTAIN","QB UNCERTAIN",IF($AF995<>"","FCS/TRANSITION UNCERTAIN",IF(OR($B995="",$C995=""),"DATA INCOMPLETE","READY"))))))))'	'=IF($A995="","",IF($AH995<>"","BLOCKED",IF($AG995<>"","FCS — NO PLAY",IF(CALC!$S995=1,"PENDING LINE",IF(CALC!$Q995=1,"STALE LINE",IF($AE995="QB UNCERTAIN","QB UNCERTAIN",IF($AF995<>"","TRANSITION UNCERTAIN",IF(OR($B995="",$C995=""),"DATA INCOMPLETE","READY"))))))))'
ENGINE	AI996	'=IF($A996="","",IF($AH996<>"","BLOCKED",IF($AG996<>"","FCS — NO PLAY",IF(CALC!$S996=1,"PENDING LINE",IF(CALC!$Q996=1,"STALE LINE",IF($AE996="QB UNCERTAIN","QB UNCERTAIN",IF($AF996<>"","FCS/TRANSITION UNCERTAIN",IF(OR($B996="",$C996=""),"DATA INCOMPLETE","READY"))))))))'	'=IF($A996="","",IF($AH996<>"","BLOCKED",IF($AG996<>"","FCS — NO PLAY",IF(CALC!$S996=1,"PENDING LINE",IF(CALC!$Q996=1,"STALE LINE",IF($AE996="QB UNCERTAIN","QB UNCERTAIN",IF($AF996<>"","TRANSITION UNCERTAIN",IF(OR($B996="",$C996=""),"DATA INCOMPLETE","READY"))))))))'
ENGINE	AI997	'=IF($A997="","",IF($AH997<>"","BLOCKED",IF($AG997<>"","FCS — NO PLAY",IF(CALC!$S997=1,"PENDING LINE",IF(CALC!$Q997=1,"STALE LINE",IF($AE997="QB UNCERTAIN","QB UNCERTAIN",IF($AF997<>"","FCS/TRANSITION UNCERTAIN",IF(OR($B997="",$C997=""),"DATA INCOMPLETE","READY"))))))))'	'=IF($A997="","",IF($AH997<>"","BLOCKED",IF($AG997<>"","FCS — NO PLAY",IF(CALC!$S997=1,"PENDING LINE",IF(CALC!$Q997=1,"STALE LINE",IF($AE997="QB UNCERTAIN","QB UNCERTAIN",IF($AF997<>"","TRANSITION UNCERTAIN",IF(OR($B997="",$C997=""),"DATA INCOMPLETE","READY"))))))))'
ENGINE	AI998	'=IF($A998="","",IF($AH998<>"","BLOCKED",IF($AG998<>"","FCS — NO PLAY",IF(CALC!$S998=1,"PENDING LINE",IF(CALC!$Q998=1,"STALE LINE",IF($AE998="QB UNCERTAIN","QB UNCERTAIN",IF($AF998<>"","FCS/TRANSITION UNCERTAIN",IF(OR($B998="",$C998=""),"DATA INCOMPLETE","READY"))))))))'	'=IF($A998="","",IF($AH998<>"","BLOCKED",IF($AG998<>"","FCS — NO PLAY",IF(CALC!$S998=1,"PENDING LINE",IF(CALC!$Q998=1,"STALE LINE",IF($AE998="QB UNCERTAIN","QB UNCERTAIN",IF($AF998<>"","TRANSITION UNCERTAIN",IF(OR($B998="",$C998=""),"DATA INCOMPLETE","READY"))))))))'
ENGINE	AI999	'=IF($A999="","",IF($AH999<>"","BLOCKED",IF($AG999<>"","FCS — NO PLAY",IF(CALC!$S999=1,"PENDING LINE",IF(CALC!$Q999=1,"STALE LINE",IF($AE999="QB UNCERTAIN","QB UNCERTAIN",IF($AF999<>"","FCS/TRANSITION UNCERTAIN",IF(OR($B999="",$C999=""),"DATA INCOMPLETE","READY"))))))))'	'=IF($A999="","",IF($AH999<>"","BLOCKED",IF($AG999<>"","FCS — NO PLAY",IF(CALC!$S999=1,"PENDING LINE",IF(CALC!$Q999=1,"STALE LINE",IF($AE999="QB UNCERTAIN","QB UNCERTAIN",IF($AF999<>"","TRANSITION UNCERTAIN",IF(OR($B999="",$C999=""),"DATA INCOMPLETE","READY"))))))))'
ENGINE	AI1000	'=IF($A1000="","",IF($AH1000<>"","BLOCKED",IF($AG1000<>"","FCS — NO PLAY",IF(CALC!$S1000=1,"PENDING LINE",IF(CALC!$Q1000=1,"STALE LINE",IF($AE1000="QB UNCERTAIN","QB UNCERTAIN",IF($AF1000<>"","FCS/TRANSITION UNCERTAIN",IF(OR($B1000="",$C1000=""),"DATA INCOMPLETE","READY"))))))))'	'=IF($A1000="","",IF($AH1000<>"","BLOCKED",IF($AG1000<>"","FCS — NO PLAY",IF(CALC!$S1000=1,"PENDING LINE",IF(CALC!$Q1000=1,"STALE LINE",IF($AE1000="QB UNCERTAIN","QB UNCERTAIN",IF($AF1000<>"","TRANSITION UNCERTAIN",IF(OR($B1000="",$C1000=""),"DATA INCOMPLETE","READY"))))))))'
ENGINE	AI1001	'=IF($A1001="","",IF($AH1001<>"","BLOCKED",IF($AG1001<>"","FCS — NO PLAY",IF(CALC!$S1001=1,"PENDING LINE",IF(CALC!$Q1001=1,"STALE LINE",IF($AE1001="QB UNCERTAIN","QB UNCERTAIN",IF($AF1001<>"","FCS/TRANSITION UNCERTAIN",IF(OR($B1001="",$C1001=""),"DATA INCOMPLETE","READY"))))))))'	'=IF($A1001="","",IF($AH1001<>"","BLOCKED",IF($AG1001<>"","FCS — NO PLAY",IF(CALC!$S1001=1,"PENDING LINE",IF(CALC!$Q1001=1,"STALE LINE",IF($AE1001="QB UNCERTAIN","QB UNCERTAIN",IF($AF1001<>"","TRANSITION UNCERTAIN",IF(OR($B1001="",$C1001=""),"DATA INCOMPLETE","READY"))))))))'
ENGINE	AI1002	'=IF($A1002="","",IF($AH1002<>"","BLOCKED",IF($AG1002<>"","FCS — NO PLAY",IF(CALC!$S1002=1,"PENDING LINE",IF(CALC!$Q1002=1,"STALE LINE",IF($AE1002="QB UNCERTAIN","QB UNCERTAIN",IF($AF1002<>"","FCS/TRANSITION UNCERTAIN",IF(OR($B1002="",$C1002=""),"DATA INCOMPLETE","READY"))))))))'	'=IF($A1002="","",IF($AH1002<>"","BLOCKED",IF($AG1002<>"","FCS — NO PLAY",IF(CALC!$S1002=1,"PENDING LINE",IF(CALC!$Q1002=1,"STALE LINE",IF($AE1002="QB UNCERTAIN","QB UNCERTAIN",IF($AF1002<>"","TRANSITION UNCERTAIN",IF(OR($B1002="",$C1002=""),"DATA INCOMPLETE","READY"))))))))'
ENGINE	AI1003	'=IF($A1003="","",IF($AH1003<>"","BLOCKED",IF($AG1003<>"","FCS — NO PLAY",IF(CALC!$S1003=1,"PENDING LINE",IF(CALC!$Q1003=1,"STALE LINE",IF($AE1003="QB UNCERTAIN","QB UNCERTAIN",IF($AF1003<>"","FCS/TRANSITION UNCERTAIN",IF(OR($B1003="",$C1003=""),"DATA INCOMPLETE","READY"))))))))'	'=IF($A1003="","",IF($AH1003<>"","BLOCKED",IF($AG1003<>"","FCS — NO PLAY",IF(CALC!$S1003=1,"PENDING LINE",IF(CALC!$Q1003=1,"STALE LINE",IF($AE1003="QB UNCERTAIN","QB UNCERTAIN",IF($AF1003<>"","TRANSITION UNCERTAIN",IF(OR($B1003="",$C1003=""),"DATA INCOMPLETE","READY"))))))))'
ENGINE	AI1004	'=IF($A1004="","",IF($AH1004<>"","BLOCKED",IF($AG1004<>"","FCS — NO PLAY",IF(CALC!$S1004=1,"PENDING LINE",IF(CALC!$Q1004=1,"STALE LINE",IF($AE1004="QB UNCERTAIN","QB UNCERTAIN",IF($AF1004<>"","FCS/TRANSITION UNCERTAIN",IF(OR($B1004="",$C1004=""),"DATA INCOMPLETE","READY"))))))))'	'=IF($A1004="","",IF($AH1004<>"","BLOCKED",IF($AG1004<>"","FCS — NO PLAY",IF(CALC!$S1004=1,"PENDING LINE",IF(CALC!$Q1004=1,"STALE LINE",IF($AE1004="QB UNCERTAIN","QB UNCERTAIN",IF($AF1004<>"","TRANSITION UNCERTAIN",IF(OR($B1004="",$C1004=""),"DATA INCOMPLETE","READY"))))))))'
ENGINE	AI1005	'=IF($A1005="","",IF($AH1005<>"","BLOCKED",IF($AG1005<>"","FCS — NO PLAY",IF(CALC!$S1005=1,"PENDING LINE",IF(CALC!$Q1005=1,"STALE LINE",IF($AE1005="QB UNCERTAIN","QB UNCERTAIN",IF($AF1005<>"","FCS/TRANSITION UNCERTAIN",IF(OR($B1005="",$C1005=""),"DATA INCOMPLETE","READY"))))))))'	'=IF($A1005="","",IF($AH1005<>"","BLOCKED",IF($AG1005<>"","FCS — NO PLAY",IF(CALC!$S1005=1,"PENDING LINE",IF(CALC!$Q1005=1,"STALE LINE",IF($AE1005="QB UNCERTAIN","QB UNCERTAIN",IF($AF1005<>"","TRANSITION UNCERTAIN",IF(OR($B1005="",$C1005=""),"DATA INCOMPLETE","READY"))))))))'
DATA QUALITY	B11	'=COUNTIF(ENGINE!$AI$6:$AI$1005,"FCS/TRANSITION UNCERTAIN")'	'=COUNTIF(ENGINE!$AI$6:$AI$1005,"TRANSITION UNCERTAIN")'
